2320.852756500244, 8
2470.993995666504, 8
2407.8614711761475, 8
2335.926055908203, 8
2297.5854873657227, 8
2304.7218322753906, 8
2372.495174407959, 8
2270.8804607391357, 8
2273.4313011169434, 8
2287.6152992248535, 8
2338.8969898223877, 8
2372.577667236328, 8
2309.7009658813477, 8
2330.031394958496, 8
2286.4654064178467, 8
2253.0758380889893, 8
2368.7291145324707, 8
2304.265260696411, 8
2354.1953563690186, 8
2351.621627807617, 8
2310.046672821045, 8
2344.7580337524414, 8
2353.349208831787, 8
2350.76642036438, 8
2337.581157684326, 8
2362.5833988189697, 8
2321.2549686431885, 8
2262.0158195495605, 8
2250.985622406006, 8
2285.194158554077, 8
2279.216766357422, 8
2247.385263442993, 8
2261.7902755737305, 8
2320.659637451172, 8
2392.162799835205, 8
