36914.72911834717, 8
5995.218276977539, 8
6422.44029045105, 8
6167.555809020996, 8
7302.437305450439, 8
6132.134199142456, 8
5877.086400985718, 8
6583.6241245269775, 8
7280.6549072265625, 8
7413.856744766235, 8
7579.239130020142, 8
7875.750780105591, 8
7132.214069366455, 8
7785.484790802002, 8
8074.725151062012, 8
8540.783405303955, 8
8521.318674087524, 8
7713.523149490356, 8
5862.391471862793, 8
5997.072458267212, 8
6048.668622970581, 8
5870.869398117065, 8
5971.457004547119, 8
6238.512754440308, 8
5939.680099487305, 8
6016.860485076904, 8
5893.809080123901, 8
6235.101222991943, 8
6139.786005020142, 8
7171.051502227783, 8
6293.037891387939, 8
6024.367809295654, 8
6255.811452865601, 8
6042.834520339966, 8
6373.222351074219, 8
2123.9991188049316, 5
7329.520702362061, 13
6071.019649505615, 8
11989.002466201782, 13
5656.388998031616, 8
